/*C3*/SET SCHEMA PUBLIC
CONNECT USER SA
/*C4*/SET SCHEMA PUBLIC
CONNECT USER SA
/*C3*/INSERT INTO FLOW_METRICS VALUES(1339019177,'demo','personalization','targetting','ABC','18','flowlet-A','1','in',-1207828384)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','28','flowlet-D','2','out',-533648336)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','28','flowlet-D','2','ops',-294705752)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-A','1','in',-101478936)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-A','1','out',317402928)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-A','1','ops',-789784304)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-A','2','in',-1696213544)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-A','2','out',-304559104)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-A','2','ops',1044741352)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-B','1','in',370022496)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-B','1','out',-361323640)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-B','1','ops',244076568)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-B','2','in',-1238279400)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-B','2','out',-519229968)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-B','2','ops',-116809768)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-C','1','in',-634913648)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-C','1','out',-2065359520)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-C','1','ops',-1606679528)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-C','2','in',441590048)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-C','2','out',-1415067744)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-C','2','ops',-940647632)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-D','1','in',-729242040)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-D','1','out',-1541289192)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-D','1','ops',-1417433296)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-D','2','in',633926112)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-D','2','out',1336843960)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','18','flowlet-D','2','ops',-1842210320)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-A','1','in',-1400110344)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-A','1','out',-675385432)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-A','1','ops',-1317624488)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-A','2','in',-605722064)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-A','2','out',864824504)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-A','2','ops',455122432)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-B','1','in',-243949376)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-B','1','out',401189912)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-B','1','ops',1482301016)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-B','2','in',659145856)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-B','2','out',346948016)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-B','2','ops',1504826312)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-C','1','in',1060798984)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-C','1','out',-33403120)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-C','1','ops',1837683640)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-C','2','in',996429888)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-C','2','out',2078528560)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-C','2','ops',-879209176)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-D','1','in',-1563600688)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-D','1','out',-1910019168)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-D','1','ops',-974363640)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-D','2','in',-313336880)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-D','2','out',160469576)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','18','flowlet-D','2','ops',-1667367432)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-A','1','in',588356928)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-A','1','out',-1847282488)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-A','1','ops',-1870151776)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-A','2','in',1374762448)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-A','2','out',1351122976)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-A','2','ops',1511805088)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-B','1','in',-1564816328)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-B','1','out',-1662125296)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-B','1','ops',594111496)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-B','2','in',575170088)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-B','2','out',910563832)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-B','2','ops',1418114880)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-C','1','in',1397457760)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-C','1','out',-2002585656)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-C','1','ops',61637280)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-C','2','in',-1552681920)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-C','2','out',1262857632)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-C','2','ops',-728879184)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-D','1','in',355260112)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-D','1','out',498629936)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-D','1','ops',-154313896)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-D','2','in',797509840)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-D','2','out',228581232)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','18','flowlet-D','2','ops',1182254256)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-A','1','in',-347269944)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-A','1','out',-444927152)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-A','1','ops',1704341592)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-A','2','in',1087831472)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-A','2','out',-825282168)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-A','2','ops',2018549056)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-B','1','in',1035905488)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-B','1','out',361471552)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-B','1','ops',-1850041664)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-B','2','in',886896328)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-B','2','out',957414320)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-B','2','ops',1782844320)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-C','1','in',1063373688)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-C','1','out',-1098094648)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-C','1','ops',701056568)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-C','2','in',1782628720)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-C','2','out',822492832)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-C','2','ops',1857144648)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-D','1','in',1811144008)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-D','1','out',977199648)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-D','1','ops',-755736808)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-D','2','in',-988896976)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-D','2','out',-518369800)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','XYZ','28','flowlet-D','2','ops',-1891716768)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','1','in',-1921117720)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','1','out',2075295184)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','1','ops',345313480)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','2','in',1773830432)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','2','out',-2049177016)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','2','ops',-1301890152)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','1','in',-1323924584)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','1','out',-1215502384)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','1','ops',-1352666128)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','2','in',1335272144)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','2','out',-801718120)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','2','ops',-2146523832)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','1','in',233025288)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','1','out',-170280)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','1','ops',-1642507536)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','2','in',-1445000928)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','2','out',956539488)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','2','ops',-1520601488)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','1','in',1069002376)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','1','out',1783842736)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','1','ops',1718899600)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','2','in',-1591794560)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','2','out',-202513208)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','2','ops',-1380738992)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-A','1','in',-492477184)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-A','1','out',-202519456)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-A','1','ops',941129632)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-A','2','in',-1892252120)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-A','2','out',1810239008)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-A','2','ops',21326712)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-B','1','in',-1562075408)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-B','1','out',840250064)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-B','1','ops',-10405496)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-B','2','in',-547598280)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-B','2','out',-1662676056)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-B','2','ops',-2078467296)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-C','1','in',310994200)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-C','1','out',317596816)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-C','1','ops',-1332406112)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-C','2','in',-808572632)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-C','2','out',-789682176)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-C','2','ops',-1524075312)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-D','1','in',-1936381464)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-D','1','out',1381848464)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-D','1','ops',-939970800)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-D','2','in',-2108567032)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-D','2','out',-715345408)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','XYZ','28','flowlet-D','2','ops',-1294017040)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-A','1','in',-1851019632)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-A','1','out',2076159208)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-A','1','ops',2028616856)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-A','2','in',1164214592)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-A','2','out',-817561944)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-A','2','ops',961025008)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-B','1','in',1906938944)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-B','1','out',554061528)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-B','1','ops',2123099472)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-B','2','in',-1751691576)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-B','2','out',-143934192)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-B','2','ops',-2070485376)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-C','1','in',-360447328)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-C','1','out',-1146435616)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-C','1','ops',1478632952)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-C','2','in',-1121096752)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-C','2','out',-864864576)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-C','2','ops',-2110985176)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-D','1','in',-2013244448)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-D','1','out',1169833512)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-D','1','ops',1717593584)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-D','2','in',2106040544)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-D','2','out',2075730608)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','18','flowlet-D','2','ops',1367650224)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-A','1','in',1452575544)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-A','1','out',-1455616320)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-A','1','ops',1103015072)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-A','2','in',783981024)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-A','2','out',-1641334864)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-A','2','ops',779101176)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-B','1','in',1656624912)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-B','1','out',1411671000)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-B','1','ops',-178263712)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-B','2','in',-2038388832)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-B','2','out',1208104456)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-B','2','ops',-2019955800)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-C','1','in',1359533800)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-C','1','out',255350664)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-C','1','ops',1375363320)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-C','2','in',67063880)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-C','2','out',-812581400)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-C','2','ops',2051068816)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-D','1','in',466903560)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-D','1','out',660201088)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-D','1','ops',-1564096784)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-D','2','in',-1049375856)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-D','2','out',1961540432)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','smart-explorer','ABC','18','flowlet-D','2','ops',-436735096)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-A','1','in',-1729216584)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-A','1','out',1829844704)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-A','1','ops',1337618840)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-A','2','in',-1867486808)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-A','2','out',1692670784)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-A','2','ops',-1711201800)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-B','1','in',-635093472)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-B','1','out',-1813500200)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-B','1','ops',-1807180864)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-B','2','in',-2029993528)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-B','2','out',-705187608)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-B','2','ops',2102830432)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-C','1','in',1181836096)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-C','1','out',1509178856)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-C','1','ops',-319036784)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-C','2','in',963344944)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-C','2','out',1347129640)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-C','2','ops',-997122112)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-D','1','in',324289328)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-D','1','out',549610000)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-D','1','ops',-885719384)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-D','2','in',1261355096)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-D','2','out',661356312)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','indexer','ABC','18','flowlet-D','2','ops',-1002724360)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','28','flowlet-A','1','in',2024661256)
INSERT INTO FLOW_METRICS VALUES(1339019181,'demo','personalization','targetting','ABC','28','flowlet-A','1','out',-339446768)
